atm_id,date,total_withdrawals,total_deposits,cash_demand_next_day
ATM_0026,2022-02-19,102162,11651,96579
ATM_0026,2022-03-13,38680,9717,36131
ATM_0026,2022-03-18,39306,12180,37076
ATM_0026,2022-03-22,59520,15548,51453
ATM_0026,2022-03-25,75230,19835,72035
ATM_0026,2022-04-04,46607,2563,43385
ATM_0026,2022-04-08,67523,7768,54132
ATM_0026,2022-04-11,59227,6843,44747
ATM_0026,2022-04-24,35111,1154,40345
ATM_0026,2022-04-28,67242,13341,66628
ATM_0026,2022-04-30,41579,8625,35956
ATM_0026,2022-06-10,108313,25868,89624
ATM_0026,2022-06-13,105971,23498,87449
ATM_0026,2022-07-02,19456,10237,6734
ATM_0026,2022-07-05,57070,16359,37566
ATM_0026,2022-07-09,31562,17260,9898
ATM_0026,2022-07-14,59583,8241,66313
ATM_0026,2022-07-16,6587,15963,0
ATM_0026,2022-07-19,53076,1883,42780
ATM_0026,2022-07-23,34054,12671,26032
ATM_0026,2022-07-24,48955,8631,33023
ATM_0026,2022-08-01,44913,9978,38921
ATM_0026,2022-08-02,53184,14809,44974
ATM_0026,2022-08-15,61918,12532,49407
ATM_0026,2022-09-02,29733,5807,21279
ATM_0026,2022-09-04,41320,13467,25630
ATM_0026,2022-09-24,47226,21370,34444
ATM_0026,2022-09-26,30324,12459,20023
ATM_0026,2022-10-10,53332,7606,46057
ATM_0026,2022-10-15,45158,13534,43401
ATM_0026,2022-10-30,15557,7459,11939
ATM_0026,2022-11-01,60048,5280,66088
ATM_0026,2022-11-02,44184,8374,48022
ATM_0026,2022-11-09,46117,11806,35914
ATM_0026,2022-11-15,53345,10344,34697
ATM_0026,2022-11-19,44713,15027,26767
ATM_0026,2022-11-22,36148,10894,27709
ATM_0026,2022-11-26,33644,16794,29354
ATM_0026,2022-11-29,62916,15497,48565
ATM_0026,2022-12-06,45030,6938,39973
ATM_0026,2022-12-13,118792,19769,103989
ATM_0026,2022-12-24,51544,6867,55273
ATM_0026,2022-12-31,37668,3903,47423
ATM_0026,2023-01-21,30430,11859,19281
ATM_0026,2023-01-22,45324,12634,34744
ATM_0026,2023-02-03,37530,7545,28382
ATM_0026,2023-02-04,38525,7030,39354
ATM_0026,2023-02-11,60440,17723,52583
ATM_0026,2023-02-20,35023,18116,18190
ATM_0026,2023-02-22,56678,13305,40055
ATM_0026,2023-02-27,48568,1118,43789
ATM_0026,2023-03-02,63653,9082,66410
ATM_0026,2023-03-08,34980,5389,29943
ATM_0026,2023-03-13,41816,12748,36835
ATM_0026,2023-03-27,48524,10899,43086
ATM_0026,2023-04-01,137802,22153,111836
ATM_0026,2023-04-02,52481,3089,48728
ATM_0026,2023-04-11,79878,7571,81301
ATM_0026,2023-04-15,64254,11610,62270
ATM_0026,2023-04-17,60442,17357,56603
ATM_0026,2023-04-19,43755,9333,41892
ATM_0026,2023-04-21,45606,10445,41078
ATM_0026,2023-04-27,48529,14049,46055
ATM_0026,2023-05-22,35200,5057,28251
ATM_0026,2023-05-23,75048,11973,60028
ATM_0026,2023-05-24,33691,4570,32727
ATM_0026,2023-06-01,56867,5050,47821
ATM_0026,2023-06-16,29666,0,31978
ATM_0026,2023-06-18,43441,6436,35469
ATM_0026,2023-06-20,70009,10112,57189
ATM_0026,2023-06-26,84034,10942,65630
ATM_0026,2023-06-27,66674,2244,64774
ATM_0026,2023-07-18,113913,15539,99126
ATM_0026,2023-07-25,39730,8689,33553
ATM_0026,2023-08-01,46292,1449,40030
ATM_0026,2023-08-06,74650,11803,79799
ATM_0026,2023-08-10,32865,8229,30624
ATM_0026,2023-08-11,47937,4530,49345
ATM_0026,2023-08-12,60102,18936,47500
ATM_0026,2023-08-18,109281,13714,101110
ATM_0026,2023-08-19,132757,16865,119886
ATM_0026,2023-08-31,76164,13317,60747
ATM_0026,2023-09-06,73998,22987,63128
ATM_0026,2023-09-15,130958,22380,112852
ATM_0026,2023-09-23,40747,14233,31538
ATM_0026,2023-09-24,45677,10752,46280
ATM_0026,2023-10-03,114408,34953,90442
ATM_0026,2023-10-10,65373,5026,55984
ATM_0026,2023-10-30,55823,1603,48615
ATM_0026,2023-11-01,27012,15679,21337
ATM_0026,2023-11-04,49921,7340,49865
ATM_0026,2023-11-05,59206,11877,59182
ATM_0026,2023-11-07,63512,9397,63655
ATM_0026,2023-11-08,43795,19438,24132
ATM_0026,2023-11-19,41130,15147,42590
ATM_0026,2023-11-25,49897,15592,43227
ATM_0026,2023-12-01,31976,3316,29238
ATM_0026,2023-12-05,71698,7700,76430
ATM_0026,2023-12-11,31405,9113,29156
ATM_0026,2023-12-12,37656,9695,28300
ATM_0026,2023-12-15,61209,13051,46483
ATM_0026,2023-12-16,52685,6176,57609
ATM_0026,2023-12-17,59285,16590,51051
ATM_0027,2022-01-04,28533,9649,14755
ATM_0027,2022-01-07,66352,6259,68788
ATM_0027,2022-01-09,57954,12775,49481
ATM_0027,2022-01-14,50732,5332,40936
ATM_0027,2022-01-25,104749,24996,91888
ATM_0027,2022-02-08,61188,9315,43264
ATM_0027,2022-02-21,46146,8000,48970
ATM_0027,2022-03-15,35802,8634,37093
ATM_0027,2022-03-17,40547,12870,34645
ATM_0027,2022-03-21,57955,18824,44196
ATM_0027,2022-03-22,55644,13032,58190
ATM_0027,2022-04-06,110252,33978,78815
ATM_0027,2022-04-13,52199,9706,34498
ATM_0027,2022-04-18,73679,9006,79995
ATM_0027,2022-05-01,34347,8867,27869
ATM_0027,2022-05-03,44237,6189,44240
ATM_0027,2022-05-12,40823,10734,36658
ATM_0027,2022-05-15,54447,9590,43537
ATM_0027,2022-05-22,20918,4322,26298
ATM_0027,2022-05-23,116019,26085,110473
ATM_0027,2022-06-03,79887,6166,74944
ATM_0027,2022-06-16,50472,13450,32256
ATM_0027,2022-06-25,102795,17183,89431
ATM_0027,2022-07-13,53564,3946,58490
ATM_0027,2022-07-16,53293,10658,54515
ATM_0027,2022-07-22,52946,4565,53193
ATM_0027,2022-07-26,36250,9443,32498
ATM_0027,2022-07-29,52882,5335,41746
ATM_0027,2022-08-03,57781,15763,37761
ATM_0027,2022-08-14,57991,5972,57773
ATM_0027,2022-09-02,46354,10011,30946
ATM_0027,2022-09-19,51462,8866,56587
ATM_0027,2022-09-23,62902,6706,48894
ATM_0027,2022-09-26,44370,10877,39072
ATM_0027,2022-10-31,48590,11997,34605
ATM_0027,2022-11-05,30192,9214,23674
ATM_0027,2022-11-16,47755,3315,35992
ATM_0027,2022-11-18,49035,3936,44515
ATM_0027,2022-11-23,43396,3819,47304
ATM_0027,2022-11-28,119556,24730,103359
ATM_0027,2022-12-05,38404,17255,23663
ATM_0027,2022-12-12,58380,9217,47045
ATM_0027,2022-12-13,46139,1657,49437
ATM_0027,2022-12-19,57823,15761,58105
ATM_0027,2022-12-27,37630,4705,30999
ATM_0027,2022-12-29,43127,8919,29279
ATM_0027,2022-12-31,43068,10271,31025
ATM_0027,2023-01-04,37714,12992,32618
ATM_0027,2023-01-20,56478,15944,51429
ATM_0027,2023-01-27,71348,9333,57397
ATM_0027,2023-02-16,47877,17991,24785
ATM_0027,2023-02-23,50261,17438,33307
ATM_0027,2023-02-24,36189,9443,40534
ATM_0027,2023-03-11,55747,13791,52447
ATM_0027,2023-03-12,80625,20072,65654
ATM_0027,2023-03-22,53394,12481,39750
ATM_0027,2023-03-29,64404,12312,60429
ATM_0027,2023-04-10,53287,9523,46914
ATM_0027,2023-04-15,120046,11695,122378
ATM_0027,2023-04-19,67025,6499,51194
ATM_0027,2023-04-20,64001,8191,57876
ATM_0027,2023-04-30,58603,5609,72516
ATM_0027,2023-05-07,40924,7192,44471
ATM_0027,2023-05-08,23858,12047,11937
ATM_0027,2023-05-13,35379,13935,24612
ATM_0027,2023-05-17,60045,11832,51443
ATM_0027,2023-05-20,22307,5352,15709
ATM_0027,2023-06-10,54917,14621,49070
ATM_0027,2023-06-21,45609,5870,47292
ATM_0027,2023-07-03,32968,15622,17825
ATM_0027,2023-07-05,19522,9147,17619
ATM_0027,2023-07-16,71910,13735,69076
ATM_0027,2023-07-17,29538,7340,24799
ATM_0027,2023-07-18,13679,15083,4946
ATM_0027,2023-07-20,76726,6323,78730
ATM_0027,2023-07-21,51402,9186,53234
ATM_0027,2023-07-25,54418,0,60442
ATM_0027,2023-07-29,24410,9267,20000
ATM_0027,2023-08-16,41423,6926,31649
ATM_0027,2023-09-03,60635,20504,34573
ATM_0027,2023-09-04,48048,14446,38040
ATM_0027,2023-09-06,59642,4978,45648
ATM_0027,2023-09-08,39750,15858,34227
ATM_0027,2023-09-09,115278,22886,88834
ATM_0027,2023-09-27,48771,14955,32013
ATM_0027,2023-10-08,109064,20022,103903
ATM_0027,2023-10-24,68003,7684,61883
ATM_0027,2023-11-04,37287,15289,26946
ATM_0027,2023-11-08,40030,10584,35047
ATM_0027,2023-11-09,134212,25930,124936
ATM_0027,2023-11-13,55772,16747,33765
ATM_0027,2023-11-21,22136,13284,12055
ATM_0027,2023-12-03,58645,0,55332
ATM_0027,2023-12-10,54698,3027,55963
ATM_0027,2023-12-19,63300,18983,62432
ATM_0027,2023-12-20,76222,18413,61482
ATM_0027,2023-12-30,63534,11918,69053
ATM_0027,2023-12-31,42756,10218,46680
ATM_0028,2022-01-19,46996,16996,41036
ATM_0028,2022-01-25,70441,10945,79867
ATM_0028,2022-01-29,47850,5735,38498
ATM_0028,2022-01-30,70292,7667,68588
ATM_0028,2022-02-01,56401,6572,54532
ATM_0028,2022-02-17,45737,17838,32263
ATM_0028,2022-02-19,47901,10982,44287
ATM_0028,2022-02-25,72931,394,68125
ATM_0028,2022-03-04,41690,13646,39763
ATM_0028,2022-03-08,49220,11406,46849
ATM_0028,2022-03-16,38484,19131,26292
ATM_0028,2022-03-20,74389,14337,58720
ATM_0028,2022-03-27,52401,13781,54249
ATM_0028,2022-03-31,36470,9079,27051
ATM_0028,2022-04-03,48355,14234,34396
ATM_0028,2022-04-06,104920,17793,109768
ATM_0028,2022-04-19,40306,18876,20298
ATM_0028,2022-04-20,19827,14645,10947
ATM_0028,2022-04-27,59838,6143,49684
ATM_0028,2022-05-07,57621,2045,64638
ATM_0028,2022-05-12,69667,14320,62676
ATM_0028,2022-05-16,52893,9174,47855
ATM_0028,2022-06-02,54245,10097,55882
ATM_0028,2022-06-13,82743,15443,66800
ATM_0028,2022-06-17,47645,10708,32885
ATM_0028,2022-06-18,38709,17380,35736
ATM_0028,2022-06-24,43327,5370,44154
ATM_0028,2022-06-26,67021,12150,53140
ATM_0028,2022-06-29,27117,6540,27369
ATM_0028,2022-06-30,35911,6975,34363
ATM_0028,2022-07-04,34809,1200,36351
ATM_0028,2022-07-07,57660,14694,46587
ATM_0028,2022-07-13,42168,25384,35346
ATM_0028,2022-08-02,44601,8761,35176
ATM_0028,2022-08-05,21595,11066,14693
ATM_0028,2022-08-09,34935,13251,21621
ATM_0028,2022-09-01,8372,18962,0
ATM_0028,2022-09-14,50513,5726,53754
ATM_0028,2022-09-26,16554,6402,10446
ATM_0028,2022-10-04,60323,7781,46858
ATM_0028,2022-10-06,53659,1995,43112
ATM_0028,2022-10-08,39968,2915,38581
ATM_0028,2022-10-09,50732,10202,45786
ATM_0028,2022-10-10,38717,624,44967
ATM_0028,2022-10-13,60981,9824,52339
ATM_0028,2022-10-24,124229,25551,95930
ATM_0028,2022-10-28,56878,2971,52232
ATM_0028,2022-11-02,44315,14048,41091
ATM_0028,2022-11-04,90060,12960,68237
ATM_0028,2022-11-22,142699,22470,136097
ATM_0028,2022-11-24,51862,9158,49518
ATM_0028,2022-11-30,50204,16430,40721
ATM_0028,2022-12-01,44583,8356,43768
ATM_0028,2022-12-10,66547,9839,48737
ATM_0028,2022-12-11,66477,14532,53735
ATM_0028,2022-12-12,29529,9737,16181
ATM_0028,2022-12-15,36379,2938,29784
ATM_0028,2022-12-22,62894,11924,57306
ATM_0028,2022-12-25,75825,8629,74086
ATM_0028,2022-12-26,59393,5316,45062
ATM_0028,2023-01-08,67005,3375,66351
ATM_0028,2023-01-15,37384,13591,26393
ATM_0028,2023-01-22,54848,10964,45944
ATM_0028,2023-01-26,65324,17181,44999
ATM_0028,2023-01-27,55875,9553,45588
ATM_0028,2023-01-30,50366,17801,41351
ATM_0028,2023-02-18,204879,49151,166629
ATM_0028,2023-03-08,34702,14896,18861
ATM_0028,2023-03-12,34422,7536,31981
ATM_0028,2023-03-22,41393,19937,21592
ATM_0028,2023-04-04,56793,8668,50665
ATM_0028,2023-04-24,35432,6306,30965
ATM_0028,2023-05-03,60072,6606,62143
ATM_0028,2023-05-07,57828,8606,61029
ATM_0028,2023-05-19,41932,13920,31985
ATM_0028,2023-05-23,90348,8290,88932
ATM_0028,2023-05-24,38746,12941,30141
ATM_0028,2023-05-30,45253,16065,32590
ATM_0028,2023-06-01,36613,14687,20675
ATM_0028,2023-06-02,83678,24684,59068
ATM_0028,2023-06-05,59004,23946,36651
ATM_0028,2023-06-09,52529,11169,39253
ATM_0028,2023-07-14,59376,14129,59268
ATM_0028,2023-07-15,64163,10975,62453
ATM_0028,2023-07-21,63921,5200,51640
ATM_0028,2023-07-26,55500,8126,49627
ATM_0028,2023-08-09,32042,18364,18193
ATM_0028,2023-08-20,36482,8901,32014
ATM_0028,2023-08-22,57194,5363,60161
ATM_0028,2023-08-23,37441,7258,36688
ATM_0028,2023-08-27,28538,14203,16038
ATM_0028,2023-09-23,37719,1150,40930
ATM_0028,2023-09-24,124391,26305,96183
ATM_0028,2023-09-27,46063,13518,28026
ATM_0028,2023-10-01,56955,4162,43040
ATM_0028,2023-10-12,38468,13757,38126
ATM_0028,2023-10-23,48642,13547,38656
ATM_0028,2023-10-27,30928,9390,18937
ATM_0028,2023-11-04,70683,11468,64441
ATM_0028,2023-11-08,52390,10456,42377
ATM_0028,2023-11-09,18988,9554,10373
ATM_0028,2023-11-25,54020,10080,40259
ATM_0028,2023-11-26,34608,11907,19619
ATM_0028,2023-11-27,71285,11466,76361
ATM_0028,2023-12-04,59497,6678,54870
ATM_0028,2023-12-15,140660,34479,129869
ATM_0028,2023-12-18,60982,5677,53739
ATM_0028,2023-12-22,35519,15179,17780
ATM_0028,2023-12-29,75106,17331,71314
ATM_0029,2022-01-04,31030,13192,13698
ATM_0029,2022-01-09,62232,9759,49799
ATM_0029,2022-01-10,52037,9737,41455
ATM_0029,2022-01-19,77867,6754,77396
ATM_0029,2022-02-14,55197,10384,42102
ATM_0029,2022-02-15,39399,4597,31264
ATM_0029,2022-02-17,42253,9017,29544
ATM_0029,2022-02-18,57050,10516,47783
ATM_0029,2022-03-04,53774,7565,54478
ATM_0029,2022-03-07,41327,9538,39309
ATM_0029,2022-03-26,48499,11906,34178
ATM_0029,2022-04-15,58411,7582,64865
ATM_0029,2022-05-04,54422,9021,50199
ATM_0029,2022-05-08,35957,5951,24760
ATM_0029,2022-05-16,54116,3961,49651
ATM_0029,2022-05-17,33465,13406,21646
ATM_0029,2022-05-19,15427,9609,6784
ATM_0029,2022-06-12,110507,17240,81264
ATM_0029,2022-06-24,92594,11780,89171
ATM_0029,2022-07-02,32027,3097,35148
ATM_0029,2022-07-10,52353,5753,44390
ATM_0029,2022-07-17,34610,10123,27384
ATM_0029,2022-07-19,36340,1910,44466
ATM_0029,2022-07-29,58632,12492,57806
ATM_0029,2022-08-01,69472,9084,73570
ATM_0029,2022-08-07,54273,16343,44261
ATM_0029,2022-08-11,35707,10865,31463
ATM_0029,2022-08-23,66609,20301,35384
ATM_0029,2022-08-26,40537,12161,30985
ATM_0029,2022-08-30,29881,8548,19231
ATM_0029,2022-09-16,82621,14556,75447
ATM_0029,2022-10-06,113193,31741,95800
ATM_0029,2022-10-17,55210,12030,46879
ATM_0029,2022-11-12,60814,10467,59335
ATM_0029,2022-11-18,50138,7066,41420
ATM_0029,2022-11-19,71212,7757,65627
ATM_0029,2022-11-26,72739,2867,72842
ATM_0029,2022-12-09,39373,2431,43709
ATM_0029,2022-12-12,61963,15545,58036
ATM_0029,2022-12-23,53210,1291,59350
ATM_0029,2022-12-26,58287,10626,60302
ATM_0029,2022-12-29,9386,6400,5426
ATM_0029,2023-01-06,35024,14921,30306
ATM_0029,2023-01-07,41748,9264,34163
ATM_0029,2023-01-11,40388,12129,33557
ATM_0029,2023-01-22,26577,17517,15004
ATM_0029,2023-01-29,7180,8718,42
ATM_0029,2023-02-03,60288,8688,63547
ATM_0029,2023-02-19,46973,10173,42582
ATM_0029,2023-03-10,61643,7580,65098
ATM_0029,2023-03-11,46472,7254,38721
ATM_0029,2023-03-12,47431,22917,39850
ATM_0029,2023-03-15,52469,12370,59017
ATM_0029,2023-03-18,53081,9800,38861
ATM_0029,2023-03-29,50315,11620,50242
ATM_0029,2023-04-02,54123,11022,50973
ATM_0029,2023-04-05,53651,15525,46937
ATM_0029,2023-04-11,34510,15280,29796
ATM_0029,2023-04-17,70554,11891,64207
ATM_0029,2023-05-01,99329,19012,86262
ATM_0029,2023-05-04,40627,17200,34606
ATM_0029,2023-05-12,56967,8201,47632
ATM_0029,2023-05-30,43641,10316,34031
ATM_0029,2023-06-16,40983,15829,27532
ATM_0029,2023-06-17,30955,14923,14122
ATM_0029,2023-06-25,66772,10368,57902
ATM_0029,2023-07-05,46749,0,41574
ATM_0029,2023-07-06,46313,8636,48115
ATM_0029,2023-07-14,40193,0,41435
ATM_0029,2023-07-18,46943,7477,36712
ATM_0029,2023-08-04,79881,13486,76470
ATM_0029,2023-08-18,41791,18948,32309
ATM_0029,2023-08-27,122574,6002,113022
ATM_0029,2023-09-04,94578,25983,88238
ATM_0029,2023-09-05,54306,4281,40655
ATM_0029,2023-09-14,59064,3431,47204
ATM_0029,2023-09-24,69440,4464,69720
ATM_0029,2023-09-26,44916,10707,44697
ATM_0029,2023-10-01,42530,8264,35216
ATM_0029,2023-10-09,108548,22973,76777
ATM_0029,2023-10-19,53383,12326,39693
ATM_0029,2023-10-23,52295,9733,54670
ATM_0029,2023-10-28,50386,7645,36528
ATM_0029,2023-10-30,83144,13253,78184
ATM_0029,2023-11-23,74085,5623,89492
ATM_0029,2023-11-30,75513,15105,69493
ATM_0029,2023-12-02,30181,14932,17285
ATM_0029,2023-12-18,59988,4821,66903
ATM_0029,2024-01-01,39006,6298,39223
ATM_0030,2022-01-04,54931,10485,51745
ATM_0030,2022-01-13,62314,12637,54751
ATM_0030,2022-01-18,77193,5301,77581
ATM_0030,2022-02-07,41483,13672,39552
ATM_0030,2022-02-10,48851,6865,38588
ATM_0030,2022-02-11,72258,7654,66084
ATM_0030,2022-02-18,59300,14612,50025
ATM_0030,2022-02-21,79805,7345,57921
ATM_0030,2022-02-25,51592,6810,37580
ATM_0030,2022-03-02,66583,9675,71091
ATM_0030,2022-03-10,42050,14373,34791
ATM_0030,2022-03-13,70536,8873,57535
ATM_0030,2022-03-16,58047,5507,56302
ATM_0030,2022-03-19,58086,6620,57425
ATM_0030,2022-04-01,121148,27783,96746
ATM_0030,2022-04-02,61022,8292,59294
ATM_0030,2022-04-10,27496,6105,28534
ATM_0030,2022-04-11,107422,18984,103150
ATM_0030,2022-04-13,48359,8454,40381
ATM_0030,2022-04-20,59938,5885,66360
ATM_0030,2022-04-23,63061,14744,44760
ATM_0030,2022-05-02,43726,11247,41062
ATM_0030,2022-05-14,43515,10275,37611
ATM_0030,2022-05-15,71181,7654,55496
ATM_0030,2022-05-16,57704,7336,45280
ATM_0030,2022-05-25,42300,8778,32657
ATM_0030,2022-06-19,64374,3587,55870
ATM_0030,2022-06-20,56170,14787,51146
ATM_0030,2022-07-14,55279,4116,46004
ATM_0030,2022-07-18,54249,9106,40773
ATM_0030,2022-07-23,48135,8943,40178
ATM_0030,2022-07-28,47933,5821,49837
ATM_0030,2022-07-29,59882,8855,55240
ATM_0030,2022-08-13,33951,9490,27875
ATM_0030,2022-08-18,63075,10951,67873
ATM_0030,2022-08-31,24679,11202,14825
ATM_0030,2022-09-05,29569,14765,12515
ATM_0030,2022-09-17,49689,16895,37092
ATM_0030,2022-09-27,67444,9234,47315
ATM_0030,2022-10-06,43012,9245,28436
ATM_0030,2022-10-15,75172,5148,75522
ATM_0030,2022-11-04,40873,12032,32861
ATM_0030,2022-11-13,66030,12744,57667
ATM_0030,2022-11-26,39015,15227,23149
ATM_0030,2022-12-05,48513,12417,49710
ATM_0030,2022-12-08,41233,15290,33838
ATM_0030,2022-12-09,49461,4852,42379
ATM_0030,2022-12-10,47366,19064,27077
ATM_0030,2022-12-15,58066,11531,48951
ATM_0030,2023-01-08,56290,6007,51932
ATM_0030,2023-01-11,52344,14531,50987
ATM_0030,2023-01-15,48947,1695,41364
ATM_0030,2023-01-22,119862,38470,92237
ATM_0030,2023-02-04,59093,8985,46153
ATM_0030,2023-02-10,52197,8452,52077
ATM_0030,2023-02-27,31611,8126,27147
ATM_0030,2023-03-03,85955,7645,86799
ATM_0030,2023-03-07,50564,13977,44079
ATM_0030,2023-03-15,26784,11748,16156
ATM_0030,2023-03-20,40186,2982,30583
ATM_0030,2023-03-23,67805,10206,55514
ATM_0030,2023-03-28,23810,9088,15312
ATM_0030,2023-04-02,32901,1381,29630
ATM_0030,2023-04-06,31876,15683,26952
ATM_0030,2023-04-16,59147,16714,44340
ATM_0030,2023-04-18,59282,3614,66816
ATM_0030,2023-04-25,36414,10666,27365
ATM_0030,2023-04-28,47253,20485,39199
ATM_0030,2023-05-03,106095,31753,80757
ATM_0030,2023-05-04,48088,10513,33875
ATM_0030,2023-05-28,27902,6674,25710
ATM_0030,2023-06-08,48451,1784,38135
ATM_0030,2023-06-21,82204,17701,78987
ATM_0030,2023-06-26,45514,8901,36069
ATM_0030,2023-07-05,33372,7409,27478
ATM_0030,2023-07-08,28289,3199,29606
ATM_0030,2023-07-12,52707,8159,54057
ATM_0030,2023-07-18,28176,5868,22930
ATM_0030,2023-08-08,61877,7146,66552
ATM_0030,2023-08-19,43213,6162,41148
ATM_0030,2023-08-21,43019,22458,21768
ATM_0030,2023-08-24,46824,17092,36767
ATM_0030,2023-09-07,52863,9818,34427
ATM_0030,2023-09-11,52307,6543,57419
ATM_0030,2023-09-12,58932,10931,66182
ATM_0030,2023-09-29,32855,15415,21038
ATM_0030,2023-10-13,60193,11341,63588
ATM_0030,2023-10-23,30483,16499,20337
ATM_0030,2023-10-28,46106,7446,38558
ATM_0030,2023-10-29,54459,8652,56968
ATM_0030,2023-11-02,41706,6089,30888
ATM_0030,2023-11-06,53251,4513,44590
ATM_0030,2023-11-08,60220,4231,55236
ATM_0030,2023-11-28,66369,13045,66874
ATM_0030,2023-12-06,40737,10257,39960
ATM_0030,2023-12-19,48883,13103,44826
ATM_0030,2023-12-21,44913,11850,35730
ATM_0030,2023-12-22,54668,13453,40873
ATM_0030,2023-12-27,36714,6875,30356
ATM_0030,2023-12-28,43166,5553,33944
ATM_0031,2022-01-10,66303,5344,65934
ATM_0031,2022-01-21,34948,8343,35650
ATM_0031,2022-02-02,54526,9499,43406
ATM_0031,2022-02-04,58869,5259,60654
ATM_0031,2022-02-12,129801,16519,109747
ATM_0031,2022-02-16,50346,13124,32469
ATM_0031,2022-02-19,60415,11336,57630
ATM_0031,2022-02-27,56364,513,56596
ATM_0031,2022-03-08,58004,2727,49615
ATM_0031,2022-03-09,62387,7575,60174
ATM_0031,2022-03-11,38668,21165,20964
ATM_0031,2022-03-25,48393,9088,43683
ATM_0031,2022-03-29,49491,13888,43242
ATM_0031,2022-04-12,55505,11399,35098
ATM_0031,2022-04-17,35935,13552,32255
ATM_0031,2022-04-22,50879,3860,46395
ATM_0031,2022-04-23,96336,23863,75497
ATM_0031,2022-04-26,27043,8786,17500
ATM_0031,2022-04-30,77721,12700,80785
ATM_0031,2022-05-02,62695,2684,69788
ATM_0031,2022-05-17,62657,11963,55494
ATM_0031,2022-05-21,64683,3141,58260
ATM_0031,2022-05-28,13287,9510,12458
ATM_0031,2022-06-08,15963,5114,10721
ATM_0031,2022-06-09,33903,16077,26559
ATM_0031,2022-06-12,65959,7925,62578
ATM_0031,2022-06-13,26459,6815,27179
ATM_0031,2022-07-02,57598,6707,54165
ATM_0031,2022-07-03,44470,14035,43281
ATM_0031,2022-07-08,53513,7529,51850
ATM_0031,2022-07-10,36833,6371,35315
ATM_0031,2022-07-13,57698,9667,54495
ATM_0031,2022-07-25,20000,0,18229
ATM_0031,2022-07-30,32667,0,34025
ATM_0031,2022-08-08,117263,18066,105324
ATM_0031,2022-08-14,44869,0,53057
ATM_0031,2022-08-18,36596,8918,34461
ATM_0031,2022-09-04,47575,7677,34106
ATM_0031,2022-09-07,66412,9209,69831
ATM_0031,2022-09-10,49506,12955,41228
ATM_0031,2022-09-17,35721,13901,28388
ATM_0031,2022-09-29,133955,6971,130783
ATM_0031,2022-10-07,49666,9922,38059
ATM_0031,2022-10-24,114782,19449,95519
ATM_0031,2022-10-28,45472,14215,35178
ATM_0031,2022-11-17,53745,0,63417
ATM_0031,2022-11-28,41722,22790,25263
ATM_0031,2022-12-01,51219,15894,43443
ATM_0031,2022-12-06,23091,6714,17270
ATM_0031,2022-12-23,33414,8925,24219
ATM_0031,2023-01-06,58329,16626,47027
ATM_0031,2023-01-09,123117,12590,105555
ATM_0031,2023-01-12,50836,15174,38803
ATM_0031,2023-01-19,46195,15663,40453
ATM_0031,2023-01-21,92363,8228,96912
ATM_0031,2023-01-24,56845,8164,57297
ATM_0031,2023-01-26,69958,14464,70877
ATM_0031,2023-01-30,72867,7775,67763
ATM_0031,2023-02-09,119612,26519,104649
ATM_0031,2023-02-16,57386,6811,46929
ATM_0031,2023-02-25,41756,9595,35159
ATM_0031,2023-02-27,42790,22696,34799
ATM_0031,2023-02-28,69375,8048,52352
ATM_0031,2023-03-18,46447,13566,45034
ATM_0031,2023-03-22,66394,14852,64337
ATM_0031,2023-03-23,44206,10331,39087
ATM_0031,2023-03-28,61330,10496,63369
ATM_0031,2023-04-08,35674,7359,36393
ATM_0031,2023-04-21,105815,32389,81214
ATM_0031,2023-04-24,60431,4294,49750
ATM_0031,2023-04-26,54965,0,58805
ATM_0031,2023-05-01,49531,3165,46942
ATM_0031,2023-05-20,35673,8372,27556
ATM_0031,2023-05-23,38450,3519,30814
ATM_0031,2023-05-24,53327,11608,52537
ATM_0031,2023-05-30,25561,11720,11219
ATM_0031,2023-06-08,60270,4615,66391
ATM_0031,2023-06-11,58557,14972,53374
ATM_0031,2023-06-23,60784,14980,60464
ATM_0031,2023-07-03,41233,22261,28427
ATM_0031,2023-07-07,6058,20264,0
ATM_0031,2023-07-12,42636,7850,34807
ATM_0031,2023-07-17,21218,9867,11103
ATM_0031,2023-07-19,60429,15636,51302
ATM_0031,2023-07-25,64079,12678,43918
ATM_0031,2023-07-27,72561,18114,57294
ATM_0031,2023-07-31,59201,9837,51383
ATM_0031,2023-08-09,69600,18633,50682
ATM_0031,2023-08-18,52943,9959,52505
ATM_0031,2023-08-24,45372,3111,37233
ATM_0031,2023-08-26,61859,5858,66214
ATM_0031,2023-08-27,66277,8077,73094
ATM_0031,2023-09-11,114518,20649,107421
ATM_0031,2023-09-13,51700,12294,34291
ATM_0031,2023-09-15,79037,10679,83363
ATM_0031,2023-09-20,51157,10392,35623
ATM_0031,2023-09-30,49665,5934,44517
ATM_0031,2023-10-08,62671,9972,59140
ATM_0031,2023-10-09,84364,3052,84729
ATM_0031,2023-10-19,48430,11730,40043
ATM_0031,2023-10-30,40814,9062,33929
ATM_0031,2023-11-05,29009,11798,21409
ATM_0031,2023-11-07,27201,10910,14006
ATM_0031,2023-11-09,55131,19586,39277
ATM_0031,2023-11-13,51060,14391,41681
ATM_0031,2023-11-20,66896,10702,53609
ATM_0031,2023-12-01,28519,6927,33461
ATM_0031,2023-12-08,61636,4583,67825
ATM_0031,2023-12-11,48321,14755,34310
